,0,1,2
260, Club for Growth,"Says Donald Trump ""supports eminent domain"" and the Supreme Courts Kelodecision.",True
261,Barack Obama,"Today, the deficit is ""below the average deficits over the past 40 years.""",Mostly True
262,Barack Obama,"""States with the most gun laws tend to have the fewest gun deaths.""",Mostly True
263,Carly Fiorina,"Planned Parenthood ""is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.""",Mostly True
264, Viral image,"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.",Mostly True
265,Donald Trump,"Among Syrian refugees, ""there aren't that many women, there aren't that many children.""",False
266,Hillary Clinton,"The Benghazi probe is ""the longest-running congressional investigation ever.""",False
267,Jason Chaffetz,"In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.",Pants on Fire!
268,Bernie Sanders,"""Unlike virtually every other campaign, we don't have a super PAC.""",Mostly True
269,Donald Trump,"The unemployment rate may be as high as ""42 percent.""",Pants on Fire!
270,John Kasich,"""When I left Washington, we had a $5 trillion surplus.""",Mostly False
271,Tom Cole,"""Theres no money"" for Planned Parenthood in the bill that would keep the government open.",True
272,Bernie Sanders,"The largest low-wage employer ""is not McDonalds or Walmart but the U.S. government.""",Mostly False
273,Ben Carson,"""We've had examples like in Yuma County, where we've been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish.""",Mostly False
274,Jeb Bush,"The tax policies of George W. Bush ""created a dynamic effect of high growth.""",Mostly False
275,Ben Carson,"There is not ""one of the Muslim nations"" that doesn't have ""discrimination against women, discrimination against gays, subjugation of other religious beliefs.""",Mostly False
276,Ted Cruz,"""When (Ronald) Reagan came in, from 1978 to 1982, economic growth averaged less than 1 percent a year. Theres only one other four-year period where thats true. Thats true from 2008 to 2012.""",Mostly False
277,Donald Trump,"""The birther movement was started by Hillary Clinton in 2008. She was all in!""",False
278,Martin O'Malley,"Says ""the cascading effects"" of climate change contributed to the rise of ISIS.",Mostly True
279,Hillary Clinton,"""Under Republicans, recessions happen four times as frequently as under Democrats.""",Mostly True
280, Viral image,"Says Bernie Sanders opposes ""requiring all children to have a K-12 education.""",False
281,Donald Trump,"When Carly Fiorina says Hewlett-Packard ""revenues went up, that's because she bought Compaq. It was a terrible deal.""",Mostly True
282,Carly Fiorina,"Says Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.""",Mostly True
283,Marco Rubio,"""We had a three-hour debate, no discussion about the national debt, very little about the economy.""",Mostly True
284,Rand Paul,"""There's never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens.""",Mostly True
285, Town hall audience member,"""You know our current president is (Muslim). You know he's not even an American.""",Pants on Fire!
286,Mike Huckabee,"The government ""made accommodation to the Fort Hood shooter to let him grow a beard"" for religious reasons.",Mostly False
287,Carly Fiorina,"One of the Planned Parenthood videos shows ""a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, 'We have to keep it alive to harvest its brain.' """,Mostly False
288,Donald Trump,"Says Marco Rubio has ""the worst voting record there is today.""",Mostly True
289,Donald Trump,"Says Mexico doesn't have birthright citizenship, and Americans are the ""only ones"" to have it.",False
290,Carly Fiorina,"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.""",True
291,Mike Huckabee,"""We've just now given over $100 billion"" to Iran, ""the equivalent in U.S. terms is $5 trillion.""",Half-True
292,Ted Cruz,"""Amajority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supportedamnesty.""",Mostly True
293,Donald Trump,Says Wisconsin Gov. Scott Walker turned a $1 billion surplus into a $2.2 billion budget deficit.,Mostly False
294,Donald Trump,"""The top man at Yale Law School came out ... with just a raging report"" about former HP CEO Carly Fiorina,saying she is""one of the worst executives in his memory in history running the company.""",Mostly True
295,Scott Walker,"""I'm the only governor in America ... who signed a law that says there needs to be an independent investigation any time there's a death of someone in police custody.""",True
296,Ted Cruz,"""The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.""",False
297, Viral image,"""Unions did not create"" the eight-hour work day and the 40-hour work week. ""Henry Ford did.""",Mostly False
298,Jeb Bush,"""I cut state spending more than anybody (in the 2016 GOP field).""",Half-True
299,Hillary Clinton,"""Twenty-three million Americans suffer from addiction, but only 1 in 10 get treatment.""",Mostly True
300,John Kerry,"The nuclear agreement with Iran ""never sunsets. There's no sunset in this agreement.""",Half-True
301,Rick Santorum,"The claim that 97 percent of scientists believe humans are causingclimate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change. ""That number was pulled out of thin air.""",False
302, Bloggers,"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen ""took Bribes From Iran  They Back Insane NUKE Deal.""",Pants on Fire!
303,Rick Santorum,"""The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2.""",False
304, Credo Action,"The Obama administration is ""proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obama's Clean Power Plan would even save through 2030.""",Mostly False
305,Donald Trump,"""We have 93 million people out of work. They look for jobs, they give up, and all of a sudden, statistically, they're considered employed.""",False
306,Bobby Jindal,"""I'm the only (Republican)candidate that has actually reduced the size of government.""",Half-True
307,Bernie Sanders,"""Saudi Arabia has the third-largest military budget in the entire world.""",True
308,Donald Trump,"""Were the most highly taxed nation in the world.""",False
309,Donald Trump,"""Our companies are moving into Mexico more than almost any other place right now.""",Half-True
310,Jeb Bush,"Planned Parenthood is ""not actually doing womens health issues.""",Pants on Fire!
311,Donald Trump,"""Many of the great scholars say that anchor babies are not covered"" by the 14th Amendment.",Half-True
312,Corey Lewandowski,"Says""theres 400,000"" anchor babies born in the United States a year, which are""individuals coming to our country and having their children so their children can be U.S. citizens.""",Mostly False
313,Ben Carson,"Says ""56 percentof (the U.S.-Mexico) border is not under our control.""",Half-True
314,Hillary Clinton,"""If I had not asked for my emails all to be made public, none of this would have been in the public arena.""",Mostly False
315,Bill Clinton,"""There's not a single, solitary example that"" signing the bill to end Glass-Steagall ""had anything to do with the financial crash.""",Mostly True
316,Donald Trump,"""The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.""",Half-True
317,Cory Booker,"""Youre more likely to get struck by lightning in Texas"" thanfind in-person voter fraud.",True
318, Facebook posts,"Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture, including food stamps.",False
319,Ben Carson,"The number of people who ""believeinsocialism ...is increasing.""",Half-True
320,Donald Trump,"Says ""if the (Iran nuclear) deal gets rejected, they still get"" $150 billion.",Half-True
321,Bernie Sanders,"""We spend almost twice as much per capita on health care as do the people of any other country.""",False
322,Hillary Clinton,"""F: The grade given to Florida for college affordability under Jeb Bush's leadership.""",Half-True
323,Jeb Bush,"There has been a 100 percent""increase in student debt under this Democratic White House.""",Half-True
